# region_index,r_pred
3411,3.4207966
3412,4.0770617
3413,4.4585953
3414,3.6529596
3415,4.4543467
3416,6.2340736
3417,5.6083527
3418,5.4602714
3419,6.8231525
3420,6.856106
3421,7.302478
3422,8.773537
3423,8.776106
3424,9.150781
3425,10.35091
3426,8.790119
3427,9.0528755
3428,9.513158
3429,9.645939
3430,9.045632
3431,9.222153
3432,9.378052
3433,8.439302
3434,7.253484
3435,7.404766
3436,6.020294
3437,5.2107954
3438,5.7214184
3439,5.1816826
3440,5.399149
3441,4.8809166
3442,6.5246663
3443,5.180748
3444,4.678332
3445,3.3364253
3446,2.665886
3447,2.7233257
3448,2.7708905
3449,2.637136
350,1.8778389
351,1.7494366
352,1.9621363
353,2.1015062
354,2.419357
355,2.4173577
356,2.0189602
357,1.756098
358,2.0544734
359,1.7078815
3510,2.757095
3511,3.4838107
3512,4.011599
3513,4.1017036
3514,2.9268858
3515,3.7447848
3516,6.0832596
3517,5.0611715
3518,4.747676
3519,5.988571
3520,6.479141
3521,7.4492445
3522,8.2524
3523,7.233202
3524,7.8731384
3525,8.680353
3526,8.063501
3527,8.510262
3528,9.487999
3529,8.983345
3530,8.401826
3531,8.8600645
3532,8.852591
3533,8.306277
3534,6.947159
3535,6.001389
3536,5.289363
3537,5.151764
3538,5.5685873
3539,4.4909544
3540,4.847113
3541,4.790086
3542,4.1427817
3543,4.4849796
3544,4.5477443
3545,3.32374
3546,2.509652
3547,2.65767
3548,2.6722429
3549,2.5808892
360,2.021129
361,1.837482
362,2.267534
363,2.4942036
364,1.8905082
365,2.2912426
366,2.3538277
367,1.5999563
368,2.0524273
369,1.6661358
3610,2.517927
3611,3.0684493
3612,3.825006
3613,3.448024
3614,2.9202347
3615,3.5124521
3616,4.0574093
3617,4.31392
3618,5.129941
3619,4.9311867
3620,5.4918804
3621,6.5875072
3622,6.7059145
3623,7.101035
3624,7.582793
3625,7.2684164
3626,7.227064
3627,8.047792
3628,8.531491
3629,8.092028
3630,7.8749647
3631,7.9683914
3632,8.229802
3633,7.9271145
3634,5.6666956
3635,6.1267405
3636,5.346154
3637,4.339525
3638,5.3656006
3639,3.9262562
3640,5.8109655
3641,6.192319
3642,5.297927
3643,5.479632
3644,5.524213
3645,3.073666
3646,2.49069
3647,2.5727022
3648,2.4909787
3649,2.4870694
370,1.5861475
371,1.4593835
372,1.6088309
373,1.7460591
374,2.0487704
375,2.4829392
376,2.2045398
377,1.7826861
378,2.1523573
379,1.9157743
3710,2.282107
3711,2.8696225
3712,3.3361464
3713,2.7985134
3714,2.6567779
3715,2.9443297
3716,3.7415693
3717,4.0765233
3718,4.1621337
3719,4.210735
3720,5.0446353
3721,5.8474836
3722,6.8328056
3723,6.2785378
3724,6.8026714
3725,7.175988
3726,7.0037336
3727,7.262576
3728,7.765438
3729,7.6267385
3730,6.3410044
3731,7.03253
3732,7.3679953
3733,7.0091867
3734,6.3281507
3735,6.690631
3736,5.0929246
3737,4.110322
3738,4.1608334
3739,3.6317492
3740,4.9287844
3741,5.34935
3742,5.527663
3743,4.615108
3744,4.6025486
3745,3.059332
3746,2.5636384
3747,2.6225603
3748,2.6693108
3749,2.6008418
380,2.3589787
381,1.9502434
382,1.8741852
383,2.1761193
384,2.232898
385,2.336386
386,1.9100537
387,2.025371
388,2.2311893
389,2.0638084
3810,2.7992153
3811,3.1433496
3812,2.0494666
3813,2.7454376
3814,2.199333
3815,2.8298373
3816,3.7294247
3817,4.540125
3818,3.8655343
3819,4.156373
3820,5.0902586
3821,5.856448
3822,6.170292
3823,5.8607693
3824,6.8876724
3825,6.7451744
3826,5.880994
3827,6.724656
3828,7.487735
3829,6.8283405
3830,6.224828
3831,6.469102
3832,5.9667435
3833,5.8744955
3834,5.643184
3835,5.0868425
3836,4.259347
3837,3.9572124
3838,3.8651624
3839,3.3588676
3840,3.8116224
3841,4.8965836
3842,4.1907406
3843,4.1460247
3844,3.6518126
3845,2.6641157
3846,2.572859
3847,2.6039073
3848,2.6535883
3849,2.5905712
390,2.374792
391,2.111261
392,2.4022212
393,1.8011317
394,1.9126667
395,1.8960458
396,2.4993043
397,1.9420627
398,1.9868599
399,2.417872
3910,2.0830462
3911,2.329611
3912,2.234334
3913,1.5068456
3914,1.2592157
3915,2.3362472
3916,2.7695467
3917,2.9724555
3918,3.7043025
3919,3.4562304
3920,3.6719403
3921,4.771288
3922,5.2165165
3923,5.2540207
3924,5.683964
3925,5.847765
3926,5.3749323
3927,6.22039
3928,6.212283
3929,5.9726553
3930,5.989067
3931,5.4797344
3932,4.8594484
3933,4.81903
3934,5.2832346
3935,5.5880766
3936,4.338617
3937,4.0675106
3938,3.4757457
3939,2.2313814
3940,3.336729
3941,3.3581712
3942,3.1154556
3943,3.9281123
3944,2.656325
3945,2.2109225
3946,2.4749026
3947,2.5796456
3948,2.6761732
3949,2.6051736
400,1.9916636
401,1.7551733
402,2.1176288
403,1.914418
404,1.9002793
405,2.205492
406,1.8410839
407,1.9367446
408,2.0090318
409,1.9656888
4010,2.229139
4011,2.7477283
4012,1.9245574
4013,1.5349829
4014,1.6103189
4015,1.4575653
4016,2.0016294
4017,2.4934604
4018,2.4446647
4019,2.3498356
4020,3.4061022
4021,3.9272223
4022,3.9144204
4023,3.863451
4024,4.4457555
4025,4.6830153
4026,4.5481234
4027,4.5165358
4028,4.4285407
4029,4.6847076
4030,4.7374783
4031,4.1318884
4032,3.5121498
4033,3.669425
4034,4.2734747
4035,4.8049765
4036,4.4830313
4037,3.869636
4038,3.871929
4039,2.3427184
4040,2.9047034
4041,3.396808
4042,3.3416917
4043,2.7976885
4044,2.471848
4045,2.282886
4046,2.5089865
4047,2.6433547
4048,2.6322937
4049,2.5994358
410,2.3475904
411,2.1091197
412,2.2087684
413,2.0620155
414,1.8804309
415,2.3593323
416,1.9970015
417,1.9216721
418,1.9336749
419,1.8940399
4110,2.2376451
4111,1.9090967
4112,1.3395562
4113,1.3265605
4114,1.2836972
4115,1.0448098
4116,1.8577143
4117,2.193448
4118,1.6052797
4119,2.2964234
4120,2.333685
4121,2.6041377
4122,3.1162112
4123,3.3996491
4124,3.659253
4125,3.1925845
4126,2.9689958
4127,3.1891634
4128,2.546186
4129,3.0092695
4130,3.0116107
4131,2.5581656
4132,2.7739098
4133,3.346088
4134,2.7380617
4135,3.8937802
4136,3.3940685
4137,2.7173486
4138,2.9568307
4139,1.7404237
4140,2.8304546
4141,2.9247818
4142,2.624604
4143,2.117044
4144,1.718361
4145,1.9931273
4146,2.0910046
4147,2.3760378
4148,2.4358094
4149,2.5154915
420,2.9753525
421,2.7334714
422,2.3115964
423,2.2067742
424,1.8476923
425,2.4312243
426,2.1040044
427,1.8631017
428,1.7890823
429,1.5385773
4210,1.7860148
4211,1.7377694
4212,1.4026984
4213,1.429645
4214,1.3853841
4215,1.2463105
4216,1.4862554
4217,1.7162548
4218,2.1123655
4219,2.293182
4220,2.5589166
4221,2.6505158
4222,2.9012744
4223,3.362575
4224,3.1189477
4225,2.6733298
4226,2.3798203
4227,2.5682383
4228,2.2262456
4229,3.2144623
4230,2.6264212
4231,2.1264699
4232,3.114595
4233,2.9535966
4234,2.6457448
4235,4.0484695
4236,2.904144
4237,2.2880716
4238,2.7562969
4239,2.0613813
4240,2.2159579
4241,2.1875122
4242,1.5266016
4243,1.2446672
4244,1.5557989
4245,1.5376464
4246,1.5591936
4247,1.9065425
4248,2.0405664
4249,2.011776
430,2.9244313
431,2.3581743
432,2.5748096
433,2.1231904
434,2.1599839
435,2.294101
436,2.5156307
437,1.8686383
438,1.9287977
439,2.1274235
4310,2.0178757
4311,1.8004198
4312,1.8577721
4313,1.6845142
4314,1.4803412
4315,1.6458834
4316,1.6732509
4317,1.7162391
4318,1.849036
4319,1.8732164
4320,2.3257227
4321,2.089426
4322,2.467026
4323,3.0828981
4324,2.7874577
4325,2.066833
4326,1.8735676
4327,1.7837629
4328,2.2073917
4329,2.4300375
4330,2.0501025
4331,2.207728
4332,1.838256
4333,2.1233535
4334,2.3381073
4335,2.528934
4336,2.0699303
4337,2.1519132
4338,1.7664657
4339,1.1169517
4340,1.3091085
4341,1.1488078
4342,1.2227623
4343,1.1259432
4344,0.994941
4345,1.0968668
4346,1.0889206
4347,1.5136938
4348,1.4814004
4349,1.2499026
440,3.0033898
441,2.609916
442,2.4012134
443,2.435539
444,2.1953943
445,1.8653631
446,2.2959936
447,1.7151008
448,1.5443902
449,1.8319999
4410,1.456341
4411,1.4043527
4412,1.5978193
4413,1.2899346
4414,1.1367191
4415,1.3188597
4416,1.0005841
4417,1.1246717
4418,1.588889
4419,1.3609796
4420,1.3454089
4421,1.0174539
4422,1.020159
4423,1.3905572
4424,0.7632265
4425,0.99997663
4426,1.1315584
4427,0.9950535
4428,0.9655049
4429,1.5381391
4430,1.1586168
4431,1.317531
4432,1.2219172
4433,0.9704561
4434,1.3564136
4435,1.2544956
4436,1.4460698
4437,1.3871462
4438,1.3930607
4439,1.5026435
4440,1.5002419
4441,1.4358025
4442,1.3540689
4443,1.2187356
4444,1.4211652
4445,1.2378473
4446,1.0683959
4447,1.1397337
4448,1.2604644
4449,0.600317
450,3.8632603
451,3.5610085
452,2.4441848
453,2.6004143
454,2.701888
455,2.599291
456,2.0489879
457,2.227444
458,1.824534
459,1.7325275
4510,1.5146698
4511,1.618686
4512,1.5530281
4513,1.3045292
4514,1.269211
4515,1.260781
4516,0.95504427
4517,0.7592654
4518,0.9676864
4519,0.59050536
4520,0.864954
4521,0.9309375
4522,0.5810995
4523,0.6783898
4524,0.74471354
4525,0.8290005
4526,0.7827239
4527,0.6709845
4528,0.711671
4529,1.1559094
4530,1.4167516
4531,1.1087588
4532,1.0500355
4533,0.67403054
4534,0.5977175
4535,0.75015855
4536,0.8158643
4537,1.0810852
4538,1.3386497
4539,1.1079031
4540,0.89594114
4541,1.2196152
4542,1.0419825
4543,0.9655205
4544,1.2254848
4545,1.0211118
4546,0.4263041
4547,0.51805544
4548,0.718747
4549,0.35774207
460,3.744256
461,3.997578
462,3.4696722
463,3.305431
464,2.5451963
465,2.6385648
466,2.5917313
467,2.2800117
468,1.9597853
469,2.150381
4610,1.7569482
4611,1.7677735
4612,1.677902
4613,1.5585293
4614,1.5252457
4615,1.3375971
4616,1.0279241
4617,0.6773491
4618,1.1811666
4619,1.0513306
4620,1.1948684
4621,0.9202075
4622,0.6002233
4623,0.7750218
4624,0.59748626
4625,0.5800197
4626,0.53603864
4627,0.62407947
4628,0.85902286
4629,0.80414844
4630,1.0874062
4631,0.9616983
4632,0.88242555
4633,1.2256258
4634,1.1942999
4635,1.1964043
4636,0.8502729
4637,1.0066674
4638,1.06566
4639,0.9665859
4640,1.0432893
4641,0.935601
4642,0.7954707
4643,0.7599156
4644,0.6388743
4645,0.76573896
4646,0.8370893
4647,1.224083
4648,0.94581974
4649,0.80671847
470,5.2601557
471,4.086753
472,3.6218474
473,4.187934
474,2.9078813
475,2.8239462
476,2.4632268
477,2.3602688
478,2.1751246
479,2.341287
4710,2.1905134
4711,1.57234
4712,1.2833221
4713,1.4954604
4714,1.1876374
4715,1.1439054
4716,1.0271351
4717,0.9725094
4718,0.9332969
4719,0.83076143
4720,0.5915296
4721,0.8094419
4722,1.0812044
4723,1.0154655
4724,0.49221492
4725,0.43251777
4726,0.6299193
4727,0.62800384
4728,0.5640156
4729,0.7386825
4730,0.82726145
4731,0.88555074
4732,1.2553005
4733,1.0655477
4734,0.8757088
4735,1.0948644
4736,0.7019303
4737,0.6869612
4738,0.77912855
4739,0.6501596
4740,0.7230717
4741,0.95806336
4742,0.708766
4743,0.8451505
4744,0.80884886
4745,0.6208613
4746,0.6057272
4747,0.73363936
4748,0.6817467
4749,0.7686293
480,5.237015
481,4.525652
482,3.3409882
483,3.852693
484,3.0184991
485,2.8341336
486,2.2150915
487,2.3447669
488,2.006791
489,1.6583681
4810,2.1149216
4811,2.1002104
4812,1.6113837
4813,1.8397114
4814,1.5407568
4815,1.2279996
4816,1.0271665
4817,1.0847025
4818,0.56635976
4819,0.5971277
4820,0.94580054
4821,1.1092037
4822,1.2326851
4823,1.358941
4824,1.0289602
4825,0.95722663
4826,0.48344922
4827,0.59235835
4828,0.5525005
4829,0.8784361
4830,0.73217297
4831,0.60406303
4832,0.86191726
4833,1.4091219
4834,1.1362703
4835,1.1246147
4836,0.7464402
4837,1.1154702
4838,1.0736861
4839,1.1776162
4840,1.3384558
4841,1.1823442
4842,0.97602034
4843,1.1940142
4844,1.179923
4845,0.7863735
4846,0.5893338
4847,0.8807368
4848,0.81268835
4849,0.7939805
490,4.927254
491,4.9681864
492,3.851016
493,3.295473
494,2.3732955
495,2.4194486
496,2.8248606
497,1.9971728
498,1.8892866
499,2.4064627
4910,2.018237
4911,1.8547305
4912,1.8176224
4913,1.824075
4914,1.6116414
4915,1.3601356
4916,0.92441213
4917,0.9593022
4918,0.86202824
4919,0.705328
4920,0.8128865
4921,0.9841776
4922,1.2759035
4923,1.2759113
4924,0.87622297
4925,0.8605851
4926,0.5600965
4927,0.64029837
4928,0.8206624
4929,0.6453085
4930,0.54572225
4931,0.57363486
4932,0.5163624
4933,0.9742062
4934,1.0727341
4935,1.0568067
4936,0.87673306
4937,1.0693431
4938,0.99092555
4939,0.7143028
4940,0.8760444
4941,0.44262314
4942,0.6271844
4943,0.51060677
4944,0.39617515
4945,0.37521172
4946,0.72290015
4947,1.234468
4948,0.6852257
4949,0.75534487
