# region_index,r_pred
413,1.1099468
414,0.5870464
415,0.4276955
416,0.9537525
417,0.46846533
418,0.67013884
419,0.47096682
420,0.6301091
421,0.6629677
422,0.5593226
423,0.56159854
424,0.37546706
425,0.6780374
426,0.46617198
427,0.44212246
428,0.52932763
429,0.89023685
430,0.64259744
431,1.0612056
432,1.7513753
433,1.6028574
434,1.7631462
435,1.7297506
436,2.076507
437,2.0317943
438,2.0125518
439,2.0777209
440,2.262942
441,2.3456354
442,2.2446773
443,2.3995712
444,2.4088032
445,2.0567322
446,1.9486201
447,1.7558234
448,2.148103
449,2.4128532
50,5.178008
51,5.476822
52,3.8120718
53,2.686199
54,3.8101127
55,2.686877
56,2.6614537
57,2.1869507
58,1.6334422
59,1.4733486
510,1.3315525
511,1.0378153
512,1.0792911
513,0.8051913
514,0.54560494
515,0.5969026
516,0.41380763
517,0.43768692
518,0.71670055
519,0.56519985
520,0.44093513
521,0.5571184
522,0.9606402
523,0.38862967
524,0.50954103
525,0.6184685
526,0.6107373
527,0.51392126
528,0.57600045
529,0.1730926
530,1.1137397
531,1.147481
532,1.1027355
533,1.4125563
534,1.1574714
535,1.4788411
536,1.5153003
537,2.0760827
538,2.1787386
539,2.5579834
540,2.375316
541,2.6446128
542,2.515689
543,2.4921055
544,2.2215686
545,2.2671983
546,1.7817682
547,2.1951027
548,2.1102195
549,2.363323
60,5.465087
61,5.0665965
62,5.1350923
63,3.6115124
64,2.5726604
65,2.2251275
66,2.783617
67,2.2620213
68,1.745353
69,1.667156
610,1.4623532
611,1.1222587
612,0.9898596
613,0.5599539
614,0.4863944
615,0.6439936
616,0.76282203
617,0.8770534
618,0.8240695
619,0.5178602
620,0.9776188
621,0.7039896
622,0.78030074
623,0.8443458
624,0.8673878
625,0.7185534
626,0.5905323
627,0.74341476
628,0.6280668
629,1.6649265
630,1.8527213
631,1.4662943
632,2.286928
633,1.6468451
634,2.544522
635,2.2029963
636,2.031743
637,2.3351357
638,2.7107303
639,2.5967803
640,2.5185432
641,2.4829779
642,2.8026505
643,2.916087
644,3.0450363
645,3.050003
646,2.5328796
647,2.4401832
648,3.0728955
649,2.5258846
70,5.6941366
71,4.725445
72,4.061338
73,2.2436872
74,3.0905151
75,2.4970827
76,2.515817
77,2.281561
78,1.5958265
79,1.5578172
710,1.7409899
711,1.3883402
712,1.0456706
713,1.3996952
714,1.0217116
715,0.8832495
716,0.78641963
717,0.8818903
718,0.6651027
719,0.037802458
720,0.88705504
721,1.1551576
722,0.97260714
723,0.73194957
724,1.2033634
725,1.0986347
726,0.8236606
727,1.293721
728,1.9485602
729,2.4274018
730,2.1708117
731,2.0830822
732,2.2313592
733,2.4651935
734,2.828852
735,2.844729
736,2.5299945
737,2.821219
738,2.883405
739,2.6051185
740,2.9609947
741,3.211509
742,2.8862443
743,3.1447685
744,2.942801
745,2.772877
746,2.746839
747,2.8622656
748,2.6842895
749,2.6997514
80,5.0052547
81,5.089472
82,3.6483376
83,2.6137786
84,2.3712401
85,2.9854338
86,2.438446
87,2.234073
88,1.9300475
89,1.2575592
810,1.471843
811,1.253892
812,1.3046753
813,1.1219417
814,0.75348806
815,0.6136744
816,0.9392233
817,0.8212795
818,0.64341617
819,0.530581
820,0.18278551
821,0.42838645
822,0.61051846
823,0.6419337
824,0.7522521
825,0.8849888
826,1.4663345
827,1.8233192
828,1.8937762
829,1.9380836
830,1.9212497
831,1.943017
832,2.368168
833,3.6742396
834,2.588731
835,2.7330103
836,2.4881034
837,2.7669423
838,3.0732355
839,3.205364
840,2.8825662
841,3.114032
842,2.7309158
843,2.7907352
844,2.5372193
845,2.804967
846,2.577454
847,2.7180953
848,2.6515756
849,2.853451
90,5.967538
91,3.778234
92,3.4699986
93,2.133295
94,2.647943
95,2.5497427
96,2.3497303
97,2.218603
98,2.0515199
99,1.4875124
910,1.2681409
911,1.454826
912,1.1185392
913,0.95050454
914,1.0173512
915,0.8423016
916,1.0287343
917,0.90912986
918,0.54274726
919,0.5199046
920,0.84692967
921,0.32060838
922,0.85928226
923,1.3261149
924,1.3841637
925,1.5407753
926,2.1725419
927,2.7256684
928,2.2996402
929,2.9886668
930,2.5534115
931,2.678614
932,3.8434234
933,3.4977937
934,4.4021873
935,3.3766174
936,3.7067704
937,3.409584
938,3.6527739
939,4.3139057
940,3.6357458
941,3.2558968
942,3.8471246
943,3.4991674
944,2.886761
945,2.638856
946,2.7538388
947,2.7633212
948,2.7868485
949,2.7592242
100,6.5125923
101,3.978754
102,3.020133
103,2.5633037
104,1.7552233
105,2.0664735
106,2.5438561
107,1.8683081
108,1.8504101
109,1.4138741
1010,1.1526309
1011,1.498833
1012,1.6884761
1013,1.2105689
1014,1.2639219
1015,1.5250325
1016,1.5391381
1017,1.5859951
1018,1.7998731
1019,1.1434667
1020,1.4447069
1021,1.5348788
1022,2.4977329
1023,3.1465425
1024,3.7437515
1025,3.5822964
1026,5.1473246
1027,4.6310945
1028,5.1029797
1029,5.499922
1030,5.6816015
1031,5.860962
1032,5.90205
1033,5.2486687
1034,5.3625717
1035,5.088176
1036,5.1929274
1037,4.760928
1038,4.1449566
1039,4.8440056
1040,5.3117867
1041,4.6104994
1042,4.8595476
1043,4.1686234
1044,3.1970663
1045,2.6212032
1046,2.643914
1047,2.7124178
1048,2.716092
1049,2.6849945
110,4.447444
111,2.6687446
112,2.352158
113,2.4581528
114,1.9972911
115,2.1768842
116,2.2900174
117,1.9213574
118,1.9824436
119,1.7406393
1110,1.730551
1111,1.9057589
1112,2.2017977
1113,2.0255299
1114,1.3815846
1115,1.5964124
1116,1.7704318
1117,2.2009687
1118,2.9513865
1119,2.3974314
1120,2.697285
1121,2.7032866
1122,3.1117804
1123,4.2489715
1124,5.7514515
1125,5.0579543
1126,5.347883
1127,5.741338
1128,6.6337194
1129,6.6975985
1130,6.852024
1131,6.725765
1132,6.3758836
1133,6.356351
1134,5.8885984
1135,6.0423613
1136,5.6561117
1137,5.741235
1138,5.7718606
1139,3.8500986
1140,5.1457815
1141,5.3973427
1142,3.5230975
1143,4.4567285
1144,3.4101577
1145,2.6259491
1146,2.815501
1147,2.7549727
1148,2.7307591
1149,2.627696
120,4.52789
121,2.84343
122,3.1360188
123,2.9077952
124,1.7912003
125,2.0408702
126,1.8472974
127,1.7969341
128,1.8911052
129,1.6294942
1210,1.775919
1211,2.2254531
1212,2.5382156
1213,1.5922893
1214,2.1680534
1215,2.2188694
1216,2.193715
1217,3.268282
1218,3.2281475
1219,3.2039587
1220,3.0211375
1221,3.6004243
1222,5.0237226
1223,5.447142
1224,6.7240553
1225,6.250228
1226,5.9937363
1227,7.212451
1228,6.625804
1229,6.3723793
1230,6.925685
1231,6.6218615
1232,6.8643885
1233,6.932766
1234,6.4906015
1235,5.585106
1236,6.170563
1237,5.9349823
1238,5.819048
1239,5.49732
1240,5.650651
1241,4.695409
1242,5.4181833
1243,4.603941
1244,3.7507675
1245,2.8208346
1246,3.4118714
1247,2.7993503
1248,2.7523234
1249,2.7461195
130,4.8733373
131,3.804131
132,2.9534626
133,2.2568593
134,1.4562342
135,1.4415798
136,1.5867443
137,2.0577455
138,2.0615194
139,1.5265286
1310,1.8045223
1311,2.720505
1312,2.2547755
1313,2.371665
1314,2.320596
1315,2.3972244
1316,2.6927447
1317,3.5285838
1318,3.6996703
1319,4.276943
1320,3.486457
1321,4.164111
1322,5.465362
1323,6.9251165
1324,6.741687
1325,6.256379
1326,7.3167706
1327,7.3055496
1328,7.1945868
1329,7.5990324
1330,7.5275736
1331,7.406748
1332,8.343854
1333,7.410619
1334,6.963872
1335,6.9020805
1336,6.4563255
1337,6.6136446
1338,6.066368
1339,5.854721
1340,6.174508
1341,5.365904
1342,5.9851885
1343,5.586046
1344,3.2667978
1345,3.0519354
1346,3.140475
1347,2.778601
1348,2.7080684
1349,2.6258175
140,3.6935654
141,3.4663594
142,3.1459918
143,1.8722967
144,1.1932865
145,1.9089944
146,1.914989
147,1.8365495
148,2.1584735
149,1.3732793
1410,2.0873685
1411,3.0849133
1412,2.921952
1413,2.663372
1414,2.845252
1415,2.7210553
1416,3.593144
1417,4.59112
1418,4.9229393
1419,4.9726524
1420,4.7510433
1421,4.608128
1422,6.62591
1423,7.0121393
1424,7.44925
1425,6.920268
1426,7.637705
1427,8.036272
1428,7.9006824
1429,8.775442
1430,8.355989
1431,7.5234413
1432,9.047615
1433,8.318235
1434,6.8370247
1435,6.958703
1436,6.572534
1437,5.959067
1438,6.4720592
1439,4.636715
1440,5.6763973
1441,5.64915
1442,5.7100124
1443,4.5000844
1444,3.7098608
1445,2.7795038
1446,3.4954946
1447,2.718335
1448,2.66348
1449,2.6565156
150,4.8503375
151,4.1221485
152,4.187171
153,1.9953136
154,2.0251198
155,2.3830132
156,2.0307622
157,1.8061984
158,2.3729427
159,1.5587623
1510,2.196455
1511,4.0656447
1512,3.9602516
1513,3.6482294
1514,3.8275948
1515,4.100003
1516,4.6653767
1517,5.913009
1518,5.9368725
1519,6.1063204
1520,6.778964
1521,6.6253824
1522,7.9242887
1523,8.3649845
1524,8.465618
1525,8.040958
1526,8.715145
1527,9.302628
1528,8.76523
1529,9.135593
1530,9.534243
1531,9.352638
1532,9.198706
1533,9.002418
1534,8.70852
1535,8.281451
1536,8.284613
1537,7.8066435
1538,6.8978844
1539,6.6748543
1540,5.5873356
1541,5.0017157
1542,5.861186
1543,4.5884743
1544,4.445676
1545,3.2611744
1546,3.5240397
1547,2.7373579
1548,2.7806275
1549,2.7379227
160,2.9056916
161,2.8984091
162,2.9626713
163,2.2148569
164,2.0960393
165,2.8320217
166,2.2661798
167,2.0597708
168,2.4243612
169,1.868735
1610,1.9248724
1611,4.660246
1612,4.9588146
1613,4.707
1614,4.706491
1615,4.6772203
1616,4.3641033
1617,6.796549
1618,7.016552
1619,7.0498295
1620,6.5500154
1621,8.134521
1622,8.88645
1623,9.415377
1624,9.888248
1625,9.510205
1626,9.538733
1627,10.016095
1628,9.961277
1629,9.793695
1630,9.392763
1631,9.367719
1632,9.40729
1633,9.174676
1634,8.954981
1635,8.298197
1636,8.46478
1637,8.343936
1638,7.7501516
1639,7.4480247
1640,6.450082
1641,4.623502
1642,5.1860332
1643,4.6322985
1644,4.0168247
1645,3.2087502
1646,3.0561755
1647,2.8614426
1648,2.8815215
1649,2.7076898
170,1.9733229
171,1.7882992
172,2.8268063
173,2.249572
174,1.8169167
175,2.3062053
176,2.1193354
177,2.1844628
178,2.6372814
179,2.1671934
1710,2.5571287
1711,5.2911873
1712,5.764861
1713,4.92717
1714,4.8583946
1715,5.4487
1716,5.871376
1717,6.970415
1718,8.100937
1719,7.851865
1720,7.5217924
1721,8.062176
1722,8.235329
1723,8.9253235
1724,9.244845
1725,9.156736
1726,9.450163
1727,10.254853
1728,10.212135
1729,9.5564375
1730,9.730048
1731,9.760229
1732,9.412423
1733,9.553941
1734,8.883306
1735,8.579001
1736,8.390998
1737,8.144971
1738,8.690685
1739,8.196387
1740,7.3228397
1741,6.1773973
1742,6.3294044
1743,4.624001
1744,5.7129
1745,4.1230116
1746,3.3585982
1747,2.8431458
1748,2.8464382
1749,2.7741694
180,2.7819376
181,2.0297556
182,2.838963
183,2.4044971
184,1.2607466
185,2.1722722
186,1.55928
187,1.8566489
188,2.7216291
189,1.9465107
1810,1.9227191
1811,4.8402557
1812,5.7686367
1813,4.975844
1814,6.0295305
1815,5.5359287
1816,6.3357706
1817,6.986762
1818,7.1987
1819,7.239258
1820,7.210539
1821,7.712367
1822,8.634415
1823,8.9965
1824,9.125866
1825,9.430533
1826,9.350308
1827,10.030592
1828,9.360681
1829,9.124167
1830,9.460179
1831,9.573023
1832,9.108182
1833,9.293655
1834,9.381539
1835,9.223523
1836,9.063171
1837,9.231976
1838,8.949897
1839,7.9982586
1840,7.6665
1841,6.726548
1842,6.8115425
1843,6.151327
1844,6.643199
1845,4.6903496
1846,3.491955
1847,2.902855
1848,2.8410652
1849,2.8490694
190,1.13168
191,1.6285001
192,1.5132076
193,2.1209917
194,1.3474194
195,1.7571008
196,1.4049201
197,1.8084753
198,2.5736654
199,2.132118
1910,2.9216874
1911,6.0706425
1912,6.6321783
1913,6.7054358
1914,6.16319
1915,6.4243364
1916,6.102351
1917,7.2338924
1918,7.165552
1919,7.4251146
1920,7.947114
1921,8.604066
1922,8.387122
1923,9.043404
1924,9.183838
1925,9.09063
1926,8.847945
1927,9.6614065
1928,9.513385
1929,9.097036
1930,8.756337
1931,9.41761
1932,9.200041
1933,9.041731
1934,9.21998
1935,8.915194
1936,8.271094
1937,8.656389
1938,8.936428
1939,8.165075
1940,7.9106407
1941,6.7456207
1942,7.5555964
1943,7.128789
1944,5.5685406
1945,4.0854416
1946,3.0778937
1947,2.9437668
1948,2.9008362
1949,2.8477435
200,1.655442
201,1.2230353
202,1.5835199
203,1.802711
204,1.4465225
205,1.3057284
206,1.4819071
207,1.6780207
208,2.1800418
209,2.044435
2010,2.9818394
2011,6.404091
2012,5.75949
2013,6.2398825
2014,6.5322084
2015,6.1489806
2016,7.0714617
2017,7.589899
2018,7.4541645
2019,7.5561466
2020,7.633171
2021,8.288401
2022,8.231633
2023,8.76593
2024,8.867375
2025,8.456198
2026,8.428649
2027,9.270847
2028,9.115811
2029,8.898821
2030,9.035147
2031,8.983361
2032,8.985399
2033,9.15909
2034,8.556248
2035,8.531632
2036,8.10334
2037,8.167459
2038,8.41205
2039,8.158856
2040,7.16245
2041,7.4794817
2042,7.177868
2043,7.267082
2044,6.3611717
2045,3.6778407
2046,3.291829
2047,2.8939307
2048,2.892286
2049,2.806904
210,1.1123134
211,0.5533421
212,1.7611668
213,1.4055489
214,1.3096757
215,1.5632359
216,1.2697064
217,1.5909963
218,1.8613598
219,2.198901
2110,3.138098
2111,5.5271463
2112,6.185258
2113,6.5705423
2114,7.432584
2115,6.0543947
2116,6.676525
2117,7.074335
2118,7.097205
2119,7.1862564
2120,7.505575
2121,8.153442
2122,8.690599
2123,8.882964
2124,8.879099
2125,8.453296
2126,8.356359
2127,8.870654
2128,8.944106
2129,8.590253
2130,8.801478
2131,8.901195
2132,8.922807
2133,9.118392
2134,8.651341
2135,8.704367
2136,8.399132
2137,8.348055
2138,7.7105703
2139,7.2529078
2140,7.9137506
2141,7.656414
2142,8.433882
2143,6.3676605
2144,6.376455
2145,4.33132
2146,3.4221344
2147,2.929651
2148,2.9463222
2149,2.8514655
220,1.0027452
221,0.41410947
222,2.0834706
223,1.3020754
224,0.7908597
225,1.6770566
226,1.2602713
227,1.2796993
228,2.400784
229,2.2558122
2210,3.2950768
2211,6.0887938
2212,7.5134983
2213,6.9857225
2214,7.168149
2215,7.1839485
2216,7.037651
2217,7.918
2218,7.2125072
2219,7.8132353
2220,8.08863
2221,8.3451
2222,8.6912365
2223,8.696738
2224,8.307694
2225,8.186162
2226,8.089772
2227,8.457411
2228,8.809653
2229,9.043334
2230,8.722817
2231,9.004407
2232,9.202221
2233,9.225752
2234,9.1071005
2235,8.363651
2236,7.8609495
2237,8.078726
2238,7.6676064
2239,7.1981344
2240,7.855797
2241,7.527253
2242,7.328268
2243,6.191821
2244,5.1806803
2245,3.2981482
2246,3.0283818
2247,2.923891
2248,2.9761438
2249,2.8685613
230,1.1139982
231,0.75097716
232,1.4679141
233,1.0635091
234,1.1010039
235,1.0803764
236,1.117998
237,1.5253077
238,2.8239455
239,2.382112
2310,3.8824668
2311,6.282241
2312,6.6779785
2313,6.3704634
2314,6.958683
2315,6.479719
2316,7.5647726
2317,8.706061
2318,8.172046
2319,7.8426266
2320,8.3556385
2321,8.54872
2322,7.902995
2323,8.136088
2324,8.583452
2325,7.997863
2326,8.106068
2327,8.374133
2328,8.62723
2329,8.8805685
2330,8.671215
2331,8.668061
2332,8.945613
2333,9.00166
2334,8.896403
2335,8.55285
2336,7.791608
2337,8.248383
2338,7.7942753
2339,7.035756
2340,6.7640715
2341,7.0305605
2342,5.6603665
2343,5.7794685
2344,5.3114967
2345,3.140683
2346,2.9349368
2347,2.9707701
2348,2.9992738
2349,2.8326879
240,0.8470285
241,1.309279
242,0.9375888
243,1.2563239
244,1.0992417
245,0.8291409
246,1.162
247,1.2252071
248,2.2318413
249,2.4994795
2410,4.686802
2411,5.809908
2412,6.8641844
2413,6.9422283
2414,7.1389513
2415,6.437208
2416,7.5468206
2417,8.319806
2418,7.7568617
2419,7.904703
2420,8.455111
2421,8.464626
2422,8.003945
2423,7.7593107
2424,8.024261
2425,8.125775
2426,8.007529
2427,8.219759
2428,8.1764145
2429,8.263082
2430,8.379938
2431,8.278626
2432,8.521843
2433,8.598919
2434,8.713586
2435,8.660589
2436,8.412104
2437,7.8627768
2438,7.5242596
2439,7.3374557
2440,7.5262527
2441,7.1893253
2442,6.9451513
2443,5.83276
2444,6.0134306
2445,3.3934116
2446,3.2485433
2447,2.9743652
2448,2.9274764
2449,2.8623233
250,0.7877836
251,1.312123
252,1.5070441
253,1.5228851
254,1.6076717
255,1.7814486
256,1.6726439
257,1.7446136
258,2.5312293
259,2.556123
2510,3.3729842
2511,7.451128
2512,7.338769
2513,6.46815
2514,7.2836065
2515,6.959754
2516,7.18287
2517,7.7320004
2518,6.999894
2519,7.5228453
2520,8.023875
2521,8.187868
2522,7.6565495
2523,7.281843
2524,7.344837
2525,7.9216356
2526,7.521018
2527,8.197353
2528,7.7761183
2529,8.19454
2530,8.052863
2531,7.982769
2532,8.101549
2533,8.3221855
2534,8.37439
2535,8.031956
2536,7.458455
2537,7.714037
2538,7.9150963
2539,7.278867
2540,7.639407
2541,7.46408
2542,7.730009
2543,6.614396
2544,5.5609426
2545,3.3356853
2546,3.079325
2547,2.9422626
2548,3.0265582
2549,2.8618393
260,1.4273388
261,1.8170217
262,2.2922702
263,2.1938493
264,1.4847174
265,2.2388186
266,1.1734633
267,1.749316
268,3.056367
269,2.643123
2610,3.820798
2611,7.7690897
2612,6.5937424
2613,6.7888994
2614,7.8192196
2615,6.79356
2616,7.684146
2617,9.044732
2618,8.629929
2619,8.241506
2620,8.908464
2621,8.824539
2622,8.167053
2623,7.8136415
2624,7.6483316
2625,7.6771145
2626,7.898246
2627,8.260583
2628,8.330585
2629,8.457466
2630,8.355054
2631,8.176247
2632,8.122507
2633,8.18969
2634,8.264372
2635,8.03178
2636,7.4036636
2637,7.496911
2638,7.533902
2639,6.395054
2640,6.510248
2641,7.234515
2642,6.5794363
2643,6.19151
2644,5.8225822
2645,3.428666
2646,3.138508
2647,2.9395187
2648,2.9725423
2649,2.869357
270,1.6456697
271,1.8307772
272,1.8223298
273,2.184662
274,1.481205
275,2.3115866
276,1.769239
277,1.527884
278,3.121103
279,2.2862556
2710,3.8508947
2711,7.4228287
2712,7.304509
2713,6.5748982
2714,7.062969
2715,7.698885
2716,8.000028
2717,8.501967
2718,7.7905064
2719,8.225036
2720,8.2873535
2721,8.904704
2722,8.271064
2723,7.5280952
2724,7.581191
2725,7.4346695
2726,7.6519995
2727,8.053696
2728,9.023955
2729,9.149893
2730,8.767131
2731,8.676371
2732,8.6511
2733,8.225434
2734,8.142569
2735,7.983819
2736,7.9480867
2737,7.8687353
2738,7.724948
2739,7.513112
2740,8.019011
2741,6.703329
2742,6.981003
2743,5.8603735
2744,6.9455776
2745,4.096401
2746,3.5001876
2747,2.9419959
2748,2.9430485
2749,2.873995
280,1.0167794
281,1.1741912
282,1.8458955
283,1.8208668
284,1.7184734
285,2.1714406
286,1.5712165
287,2.228542
288,2.6390889
289,1.929779
2810,2.906205
2811,5.62899
2812,6.5251617
2813,6.5955377
2814,6.571903
2815,7.3645287
2816,7.4334393
2817,7.790202
2818,7.099145
2819,7.2675695
2820,7.785322
2821,8.577949
2822,9.500437
2823,8.314308
2824,7.6861057
2825,8.254534
2826,8.138975
2827,7.9250975
2828,8.749787
2829,8.932742
2830,8.668713
2831,8.3813505
2832,8.601381
2833,8.470497
2834,8.172133
2835,7.9222775
2836,7.7410517
2837,7.6770725
2838,8.46733
2839,8.059597
2840,7.145232
2841,6.656113
2842,6.854048
2843,4.742855
2844,5.9089794
2845,3.6482182
2846,3.0582793
2847,2.9294107
2848,2.9728508
2849,2.8358278
290,1.5189013
291,1.2535741
292,1.691347
293,2.0177083
294,1.8609842
295,1.597252
296,1.1821313
297,1.7932379
298,2.7844417
299,2.22899
2910,2.9200606
2911,5.4524765
2912,6.3376102
2913,6.385579
2914,6.5650716
2915,6.742154
2916,7.3838654
2917,7.262101
2918,7.5083923
2919,7.970394
2920,8.012891
2921,9.111889
2922,9.862754
2923,8.975903
2924,8.584179
2925,8.5216055
2926,8.293756
2927,8.448722
2928,8.1062155
2929,8.414018
2930,9.274313
2931,8.536444
2932,8.209204
2933,8.400524
2934,8.21927
2935,7.5489426
2936,7.3920307
2937,7.6279516
2938,8.993154
2939,7.8467684
2940,7.0701447
2941,7.135747
2942,6.435191
2943,4.964123
2944,5.985587
2945,3.9079661
2946,2.9218361
2947,2.8621585
2948,2.956102
2949,2.841803
300,1.4983022
301,1.2998854
302,1.8135339
303,2.1207416
304,1.7631656
305,1.877491
306,1.5446464
307,1.2448919
308,2.3889685
309,1.9269902
3010,3.6725233
3011,4.4249907
3012,5.7397346
3013,5.534154
3014,5.429041
3015,5.8507814
3016,6.509673
3017,7.483325
3018,7.054513
3019,7.1335516
3020,8.091567
3021,8.285959
3022,9.071359
3023,9.509911
3024,8.826424
3025,8.911671
3026,8.857041
3027,8.710194
3028,8.057274
3029,8.078452
3030,8.469048
3031,8.448821
3032,8.46459
3033,8.671038
3034,7.8472815
3035,7.895403
3036,7.8630085
3037,8.003798
3038,7.9719315
3039,7.7490053
3040,8.060505
3041,7.0325565
3042,6.7040997
3043,5.0273457
3044,6.7336445
3045,4.1611633
3046,3.4757829
3047,2.818268
3048,2.8345566
3049,2.7484906
310,1.3793337
311,1.5422571
312,1.610158
313,1.9243281
314,1.5066516
315,1.7112082
316,1.3847435
317,1.2763476
318,2.071142
319,1.6153444
3110,3.5177965
3111,5.0567064
3112,5.3991833
3113,5.395547
3114,5.04045
3115,5.8849897
3116,6.3554525
3117,6.977584
3118,6.0429506
3119,7.0520105
3120,7.2316246
3121,7.542102
3122,9.249125
3123,9.469706
3124,8.770797
3125,8.992508
3126,8.817553
3127,8.707251
3128,8.55979
3129,8.774819
3130,8.632878
3131,8.342413
3132,9.013425
3133,8.118572
3134,8.109483
3135,7.6585197
3136,7.7052393
3137,7.9874086
3138,7.8180513
3139,7.8920574
3140,6.828294
3141,6.5020924
3142,7.0677347
3143,6.0948296
3144,5.186061
3145,4.0152254
3146,2.9055433
3147,2.9173272
3148,2.915349
3149,2.8018887
320,1.618279
321,1.5770135
322,1.6766825
323,2.3249407
324,1.9663508
325,2.0469112
326,1.4052857
327,1.5315683
328,2.355807
329,2.089348
3210,3.4408383
3211,4.3569927
3212,4.3977904
3213,5.4700813
3214,5.1900444
3215,6.231589
3216,6.7142153
3217,6.99286
3218,7.16103
3219,7.3427944
3220,7.4818316
3221,8.879257
3222,9.477815
3223,9.852962
3224,9.929409
3225,9.47309
3226,9.079464
3227,9.368258
3228,8.686818
3229,9.427597
3230,9.043351
3231,8.90091
3232,8.917202
3233,8.540866
3234,7.677951
3235,7.028676
3236,6.763894
3237,7.0801687
3238,6.779745
3239,6.8010015
3240,6.1971073
3241,5.9013596
3242,6.3400517
3243,4.578009
3244,4.963298
3245,3.9051857
3246,2.7570457
3247,2.7984056
3248,2.936215
3249,2.826644
330,1.6937814
331,1.4807447
332,1.8387835
333,2.3650663
334,1.6642966
335,2.0440316
336,1.5656227
337,1.4260433
338,2.0191572
339,1.4560945
3310,2.721891
3311,3.7969637
3312,4.3101683
3313,4.082597
3314,4.1966615
3315,5.0283012
3316,5.4296083
3317,6.4583693
3318,6.626005
3319,6.3905516
3320,6.920532
3321,7.7866087
3322,8.215657
3323,8.868033
3324,9.071514
3325,8.840518
3326,8.618604
3327,9.090429
3328,8.724667
3329,9.089367
3330,8.827148
3331,8.443744
3332,8.8571005
3333,8.403865
3334,7.763674
3335,7.2447233
3336,6.697255
3337,6.694477
3338,5.897807
3339,5.8227654
3340,6.062231
3341,4.9112854
3342,5.98378
3343,4.978422
3344,5.9667444
3345,3.9141207
3346,2.5779781
3347,2.773137
3348,2.7678323
3349,2.6571066
340,1.7199008
341,1.6429136
342,2.008618
343,1.7941666
344,2.1975071
345,2.3672106
346,1.8397453
347,1.7733932
348,2.1819873
349,1.6952599
3410,2.6486938
